cargo,id_parlamentar,nome,partido,uf,situacao,sigla,casa,foto
TITULAR,160674,Hugo Motta,REPUBLIC,PB,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/160674.jpg
SUPLENTE,204472,José Medeiros,PODE,MT,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204472.jpg
TITULAR,204502,Júnior Bozzella,PSL,SP,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204502.jpg
NA,178886,Juscelino Filho,DEM,MA,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178886.jpg
TITULAR,204375,Leda Sadala,AVANTE,AP,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204375.jpg
SUPLENTE,74299,Leônidas Cristino,PDT,CE,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg
PRIMEIRO VICE-PRESIDENTE,92102,Leur Lomanto Júnior,DEM,BA,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/92102.jpg
TERCEIRO VICE-PRESIDENTE,204523,Lucas Gonzalez,NOVO,MG,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204523.jpg
TITULAR,160645,Luiz Carlos,PSDB,AP,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/160645.jpg
PRESIDENTE,204485,Luiz Carlos Motta,PL,SP,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204485.jpg
SUPLENTE,204433,Marcelo Calero,CIDADANIA,RJ,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204433.jpg
TITULAR,204558,Marcelo Nilo,PSB,BA,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204558.jpg
SUPLENTE,204428,Marília Arraes,PT,PE,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204428.jpg
SUPLENTE,178858,Mário Negromonte Jr.,PP,BA,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178858.jpg
SUPLENTE,74749,Mauro Lopes,MDB,MG,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/74749.jpg
TITULAR,141508,Mauro Nazif,PSB,RO,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/141508.jpg
TITULAR,178997,Moses Rodrigues,,,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178997.jpg
TITULAR,204479,Nicoletti,PSL,RR,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204479.jpg
TITULAR,178987,Orlando Silva,PCdoB,SP,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg
SUPLENTE,204441,Otoni de Paula,PSC,RJ,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204441.jpg
SUPLENTE,204553,Pastor Sargento Isidório,AVANTE,BA,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204553.jpg
TITULAR,204492,Paulo Guedes,PT,MG,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204492.jpg
SUPLENTE,122974,Pedro Lucas Fernandes ,PTB,MA,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/122974.jpg
SUPLENTE,204524,Pinheirinho,PP,MG,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204524.jpg
TITULAR,73486,Pompeo de Mattos,PDT,RS,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/73486.jpg
TITULAR,160653,Roberto de Lucena,PODE,SP,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/160653.jpg
SUPLENTE,204480,Rogério Correia ,PT,MG,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204480.jpg
TITULAR,178861,Ronaldo Carletto,PP,BA,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178861.jpg
TITULAR,90842,Santini,PTB,RS,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/90842.jpg
TITULAR,178933,Sergio Souza,MDB,PR,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178933.jpg
SUPLENTE,204425,Silvio Costa Filho,REPUBLIC,PE,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/204425.jpg
SUPLENTE,178934,Toninho Wandscheer,PROS,PR,Suplente,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178934.jpg
TITULAR,178992,Vitor Lippi,PSDB,SP,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178992.jpg
TITULAR,178889,Zé Carlos,PT,MA,Titular,PL326719,camara,https://www.camara.leg.br/internet/deputado/bandep/178889.jpg
SUPLENTE,204501,Alencar Santana Braga,PT,SP,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204501.jpg
SUPLENTE,204516,Alexis Fonteyne,NOVO,SP,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204516.jpg
SUPLENTE,204356,Amaro Neto,REPUBLIC,ES,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204356.jpg
TITULAR,204374,Bia Kicis,PSL,DF,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204374.jpg
TITULAR,164360,Carmen Zanotto,CIDADANIA,SC,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg
TITULAR,204370,Célio Moura,PT,TO,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204370.jpg
TITULAR,73441,Celso Russomanno,REPUBLIC,SP,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/73441.jpg
SUPLENTE,178916,Daniel Coelho,CIDADANIA,PE,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178916.jpg
TITULAR,178908,Delegado Éder Mauro,PSD,PA,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178908.jpg
TITULAR,204542,Denis Bezerra,PSB,CE,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204542.jpg
TITULAR,204552,Eduardo Braide,PMN,MA,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204552.jpg
TITULAR,160532,Eli Corrêa Filho,DEM,SP,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/160532.jpg
TITULAR,204389,Elias Vaz,PSB,GO,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204389.jpg
SUPLENTE,198783,Emanuel Pinheiro Neto,PTB,MT,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/198783.jpg
TITULAR,207309,Enéias Reis,PSL,MG,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/207309.jpg
TITULAR,160587,Fábio Trad,PSD,MS,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/160587.jpg
TITULAR,160598,Flávia Morais,PDT,GO,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg
NA,204510,Franco Cartafina,PP,MG,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204510.jpg
SUPLENTE,204394,Gervásio Maia,PSB,PB,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204394.jpg
TITULAR,74383,Giacobo,PL,PR,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/74383.jpg
TITULAR,160673,Giovani Cherini,PL,RS,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/160673.jpg
SUPLENTE,204456,Gutemberg Reis,MDB,RJ,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg
SUPLENTE,73482,Henrique Fontana,PT,RS,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/73482.jpg
TITULAR,204539,Hercílio Coelho Diniz,MDB,MG,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204539.jpg
TITULAR,204533,Idilvan Alencar,PDT,CE,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204533.jpg
TITULAR,73531,Ivan Valente,PSOL,SP,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/73531.jpg
TITULAR,205550,Jorge Braz,REPUBLIC,RJ,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/205550.jpg
TITULAR,151208,Laercio Oliveira,PP,SE,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/151208.jpg
SUPLENTE,178879,Lucas Vergilio,SOLIDARI,GO,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178879.jpg
PRIMEIRO VICE-PRESIDENTE,204381,Luis Miranda,DEM,DF,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204381.jpg
PRESIDENTE,178956,Mariana Carvalho,PSDB,RO,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178956.jpg
SUPLENTE,74571,Nelson Pellegrino,PT,BA,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/74571.jpg
SUPLENTE,178987,Orlando Silva,PCdoB,SP,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg
TITULAR,204363,Osires Damaso,PSC,TO,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204363.jpg
TITULAR,204461,Paulo Ganime,NOVO,RJ,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204461.jpg
TITULAR,73943,Perpétua Almeida,PCdoB,AC,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/73943.jpg
SUPLENTE,204524,Pinheirinho,PP,MG,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204524.jpg
SUPLENTE,204383,Professor Israel Batista,PV,DF,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204383.jpg
TITULAR,74161,Reginaldo Lopes,PT,MG,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/74161.jpg
SEGUNDO VICE-PRESIDENTE,178989,Renata Abreu,PODE,SP,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178989.jpg
TITULAR,178930,Roman,PSD,PR,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178930.jpg
SUPLENTE,178874,Sergio Vidigal,PDT,ES,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178874.jpg
SUPLENTE,204360,Silvia Cristina,PDT,RO,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204360.jpg
TITULAR,204466,Tereza Nelma,PSDB,AL,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/204466.jpg
TERCEIRO VICE-PRESIDENTE,143084,Tiago Dimas,SOLIDARI,TO,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/143084.jpg
SUPLENTE,141555,Vinicius Carvalho,REPUBLIC,SP,Suplente,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/141555.jpg
TITULAR,178952,Walter Alves,MDB,RN,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178952.jpg
TITULAR,160518,Weliton Prado,PROS,MG,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/160518.jpg
TITULAR,178889,Zé Carlos,PT,MA,Titular,PL351515,camara,https://www.camara.leg.br/internet/deputado/bandep/178889.jpg
TITULAR,121948,Adriano do Baldy,PP,GO,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/121948.jpg
SUPLENTE,178835,Afonso Motta,PDT,RS,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/178835.jpg
TITULAR,204501,Alencar Santana Braga,PT,SP,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204501.jpg
SUPLENTE,204503,Alexandre Padilha,PT,SP,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204503.jpg
TITULAR,74057,Alice Portugal,PCdoB,BA,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg
SUPLENTE,73696,Angela Amin,PP,SC,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/73696.jpg
TITULAR,160512,Aureo Ribeiro,SOLIDARI,RJ,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/160512.jpg
TITULAR,204561,Bira do Pindaré,PSB,MA,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204561.jpg
TITULAR,74052,Bosco Costa,PL,SE,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/74052.jpg
TITULAR,141398,Carlos Zarattini,PT,SP,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg
SUPLENTE,204370,Célio Moura,PT,TO,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204370.jpg
TITULAR,178939,Clarissa Garotinho,PROS,RJ,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/178939.jpg
SUPLENTE,74537,Claudio Cajado,PP,BA,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/74537.jpg
SEGUNDO VICE-PRESIDENTE,204454,Daniel Silveira,PSL,RJ,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204454.jpg
TITULAR,204518,Dr. Frederico,PATRIOTA,MG,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
TITULAR,204552,Eduardo Braide,PMN,MA,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204552.jpg
TITULAR,160532,Eli Corrêa Filho,DEM,SP,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/160532.jpg
SUPLENTE,204389,Elias Vaz,PSB,GO,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204389.jpg
TITULAR,207309,Enéias Reis,PSL,MG,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/207309.jpg
SUPLENTE,68720,Fábio Henrique,PDT,SE,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/68720.jpg
TITULAR,141427,Fábio Ramalho,MDB,MG,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/141427.jpg
SUPLENTE,191923,Flávio Nogueira,PDT,PI,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/191923.jpg
TITULAR,204392,Francisco Jr.,PSD,GO,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204392.jpg
SUPLENTE,204494,Fred Costa,PATRIOTA,MG,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg
PRESIDENTE,204456,Gutemberg Reis,MDB,RJ,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg
TITULAR,141450,Hugo Leal,PSD,RJ,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
TITULAR,204429,João H. Campos,PSB,PE,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204429.jpg
SUPLENTE,178910,Joaquim Passarinho,PSD,PA,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/178910.jpg
TITULAR,205550,Jorge Braz,REPUBLIC,RJ,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/205550.jpg
TITULAR,204372,Julio Cesar Ribeiro,REPUBLIC,DF,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204372.jpg
TERCEIRO VICE-PRESIDENTE,204457,Juninho do Pneu,DEM,RJ,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204457.jpg
TITULAR,74299,Leônidas Cristino,PDT,CE,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg
SUPLENTE,204523,Lucas Gonzalez,NOVO,MG,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204523.jpg
SUPLENTE,204381,Luis Miranda,DEM,DF,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204381.jpg
SUPLENTE,133810,Marcelo Moraes,PTB,RS,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/133810.jpg
SUPLENTE,204431,Marcos Aurélio Sampaio,MDB,PI,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204431.jpg
TITULAR,204428,Marília Arraes,PT,PE,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204428.jpg
TITULAR,75431,Maurício Dziedricki,PTB,RS,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/75431.jpg
SUPLENTE,74571,Nelson Pellegrino,PT,BA,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/74571.jpg
PRIMEIRO VICE-PRESIDENTE,204399,Schiavinato,PP,PR,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204399.jpg
TITULAR,178874,Sergio Vidigal,PDT,ES,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/178874.jpg
NA,204532,Vinicius Poit,NOVO,SP,Titular,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204532.jpg
SUPLENTE,204517,Zé Vitor,PL,MG,Suplente,PL488112,camara,https://www.camara.leg.br/internet/deputado/bandep/204517.jpg
NA,141391,Arnaldo Jardim,CIDADANIA,SP,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg
TITULAR,204414,Aroldo Martins,REPUBLIC,PR,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204414.jpg
TITULAR,160665,Augusto Coutinho,SOLIDARI,PE,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/160665.jpg
SUPLENTE,204358,Beto Pereira,PSDB,MS,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204358.jpg
SUPLENTE,141513,Bilac Pinto,,,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/141513.jpg
TITULAR,141398,Carlos Zarattini,PT,SP,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg
SUPLENTE,204440,Christino Aureo,PP,RJ,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204440.jpg
TITULAR,204514,Coronel Tadeu,PSL,SP,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204514.jpg
TITULAR,204541,Eduardo Bismarck,PDT,CE,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204541.jpg
TITULAR,204552,Eduardo Braide,PMN,MA,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204552.jpg
TITULAR,204500,Eduardo Costa,PTB,PA,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204500.jpg
SUPLENTE,141422,Efraim Filho,DEM,PB,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/141422.jpg
SUPLENTE,204392,Francisco Jr.,PSD,GO,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204392.jpg
TITULAR,204510,Franco Cartafina,PP,MG,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204510.jpg
TERCEIRO VICE-PRESIDENTE,204527,Geninho Zuliani,DEM,SP,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204527.jpg
TITULAR,204575,Gil Cutrim,PDT,MA,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204575.jpg
TITULAR,204442,Gurgel,PSL,RJ,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204442.jpg
TITULAR,178981,Herculano Passos,MDB,SP,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/178981.jpg
SUPLENTE,178884,Hildo Rocha,MDB,MA,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/178884.jpg
SUPLENTE,141450,Hugo Leal,PSD,RJ,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
TITULAR,141458,João Carlos Bacelar,PL,BA,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg
PRESIDENTE,141459,João Maia,PL,RN,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/141459.jpg
TITULAR,178910,Joaquim Passarinho,PSD,PA,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/178910.jpg
SUPLENTE,204502,Júnior Bozzella,PSL,SP,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204502.jpg
TITULAR,204536,Kim Kataguiri,DEM,SP,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204536.jpg
SUPLENTE,151208,Laercio Oliveira,PP,SE,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/151208.jpg
SUPLENTE,98057,Lafayette de Andrada,REPUBLIC,MG,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/98057.jpg
TITULAR,204523,Lucas Gonzalez,NOVO,MG,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204523.jpg
SEGUNDO VICE-PRESIDENTE,204404,Lucas Redecker,PSDB,RS,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204404.jpg
SUPLENTE,160645,Luiz Carlos,PSDB,AP,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/160645.jpg
TITULAR,150418,Márcio Marinho,REPUBLIC,BA,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/150418.jpg
SUPLENTE,204522,Marco Bertaiolli,PSD,SP,Suplente,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204522.jpg
PRIMEIRO VICE-PRESIDENTE,74749,Mauro Lopes,MDB,MG,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/74749.jpg
TITULAR,204449,Nelson Barbudo,PSL,MT,Titular,PL706317,camara,https://www.camara.leg.br/internet/deputado/bandep/204449.jpg
